,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Status do Item,1,2,Orçamento,Sequencial,Solicitação,Sequência,Cód. Item,Cód. Alternativo,Acesso ao grupo de Itens,Descrição,Descrição Genérica,Qtde. Solicitada,Unid. Solicitação,Qtde. Convertida,Unid. Estoque,Preço de Solicitação,Data do Preço,Data de Necessidade,Data Inclusão,Valor Total,Estouro?,Último Aprovador,Observação,Cód. Solic.,Situação do Item,Código da Reserva,Item Reservado?,Cód. Cotação,Filial Cotação,Item Cotação,Item Cotado?,Cód. Pedido,Fornecedor,Cod. Contrato,Fornecedor,Código,Descrição,Código,Descrição,Código,Descrição,Código,Descrição,Insumo Genérico?,Controla Estoque?,Definição do Item,Insumo Ativo para Compra?,Lançamento,Cód. Sol. Móvel
+,A,,147,1,5434,4,5148,5148,S,MO EXECUÇÃO DE ARMADURAS (MONTAGEM),,1005,KG,1005,KG,3.5,45413,45819,45740.449247685203,3517.5,,valerio.kogima,ADITIVO THAL ENGENHAIRA,140,B,,N,151,650,4,S,,,1477,,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,5434,5,5214,5214,S,ARRASAMENTO DE ESTACAS DN 50 CM,,19,UN,19,UN,200,45740,45826,45740.454097222202,3800,,valerio.kogima,ADITIVO THAL ENGENHAIRA,140,B,,N,151,650,6,S,,,1477,9430 - THAL ENGENHARIA LTDA,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,5434,6,8529,8529,S,MO EXECUÇÃO DE FORMAS PARA VIGA DE COROAMENTO E SOLIDARIZAÇÃO,,57.6,M,57.6,M,15,45413,45819,45740.456481481502,864,,valerio.kogima,ADITIVO THAL ENGENHAIRA,140,B,,N,151,650,7,S,,,1477,9430 - THAL ENGENHARIA LTDA,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,5434,7,5148,5148,S,MO EXECUÇÃO DE ARMADURAS (MONTAGEM),,1569,KG,1569,KG,3.5,45413,45819,45740.462384259299,5491.5,,valerio.kogima,ADITIVO THAL ENGENHAIRA,140,B,,N,151,650,4,S,,,1477,,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,5434,8,5216,5216,S,ARRASAMENTO DE ESTACAS DN 70 CM,,172,UN,172,UN,200,45740,45826,45740.464733796303,34400,Sim,valerio.kogima,ADITIVO THAL ENGENHAIRA,140,B,,N,151,650,8,S,,,1477,9430 - THAL ENGENHARIA LTDA,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,5546,1,600,600,S,"COMPENSADO PLASTIFICADO 17MM 1,10X2,20",,1000,UN,1000,UN,43.46,45413,45796,45743.418587963002,43460,,mauricio.sotomaior,COMPENSADO PARA ESTRUTURA - 01.04.01.01.002,141,B,,N,144,650,1,S,235,11259 - COMPENSADOS LASELVA LTDA,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,5549,1,8427,8427,S,"TUBO PEAD CORRUGADO PERFURADA PARA DRENAGEM 4""",,800,M,800,M,5.96,45413,45782,45743.4546527778,4768,Sim,engenharia.piemonte,MATERIAL PARA DRENAGEM,153,B,,N,163,650,3,S,247,2246 - DIPROTEC GEOSSINTETICOS LTDA,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,5549,2,7906,7906,S,"MANTA GEOTEXTIL 2,3M",,920,M2,920,M2,3.5,45413,45782,45743.4546527778,3220,Sim,engenharia.piemonte,MATERIAL PARA DRENAGEM,153,B,,N,163,650,2,S,247,2246 - DIPROTEC GEOSSINTETICOS LTDA,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,5549,3,9544,9544,S,"TUBO DE CONCRETO ARMADO 1,20X0,50M",,5,UN,5,UN,0.01,45743,45789,45743.4546527778,0.05,Sim,engenharia.piemonte,MATERIAL PARA DRENAGEM,153,B,,N,163,650,4,S,246,3142 - INDUSTRIA E COMERCIO DE ARTEFATOS DE CIMENTO LIDER,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,5549,4,781,781,S,"TUBO DE CONCRETO ARMADO 0,60X1,00M",,60,UN,60,UN,0.01,45743,45789,45743.4546527778,0.6,Sim,engenharia.piemonte,MATERIAL PARA DRENAGEM,153,B,,N,163,650,1,S,246,3142 - INDUSTRIA E COMERCIO DE ARTEFATOS DE CIMENTO LIDER,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,5574,1,326,326,S,PREGO 18X36,,200,KG,200,KG,7,45413,45763,45743.616527777798,1400,,mauricio.sotomaior,PREGO 18,143,B,,N,150,650,1,S,177,4115 - NIBRA INDUSTRIAL,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,5596,1,9495,9495,S,GRAUTE ESTRUTURAL 40MPA,,1000,KG,1000,KG,0.01,45743,45772,45743.713750000003,10,Sim,valerio.kogima,CIMENTO E GRAUTE,145,B,,N,153,650,1,S,179,2245 - DIPROTEC DIST. DE PROD. TEC. PARA CONST. CIVIL LTDA.,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,5596,2,9324,9324,S,ARGAMASSA REPARO ESTRUTURAL CINZA,,1000,KG,1000,KG,0.01,45743,45789,45743.713750000003,10,Sim,valerio.kogima,CIMENTO E GRAUTE,145,B,,N,153,650,2,S,180,3121 - IMPERMIX COMERCIO DE MATERIAIS DE CONSTRUCAO LTDA,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,5596,3,104,104,S,CIMENTO PORTLAND CP II Z,,2000,KG,2000,KG,0.01,45743,45772,45743.713750000003,20,Sim,valerio.kogima,CIMENTO E GRAUTE,145,B,,N,154,650,1,S,181,9874 - COMERCIAL LANCARE,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,5599,2,6765,6765,S,CORDA POLIAMIDA TRANÇADA 14MM,,100,M,100,M,0.01,45743,45789,45743.722569444399,1,Sim,valerio.kogima,CORDA PARA AUXÍLIO DAS TAREFAS,144,B,,N,155,650,1,S,183,2638 - FEPASEG,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,5704,1,6368,6368,S,BROCA CHATA 32MM,,50,UN,50,UN,0.01,45747,45776,45747.674282407403,0.5,Sim,engenharia.piemonte,BROCA CHATA PARA REALIZAÇÃO DA FORMA,149,B,,N,161,650,1,S,190,10597 - SUPERFICI COMERCIAL LTDA,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,5748,1,2411,2411,S,TUBO SOLDÁVEL PB 25X6M,,26,UN,26,UN,0.01,45748,45792,45748.619849536997,0.26,Sim,engenharia.piemonte,REEMBOLSO FELIPE 01/04/2025,148,B,,N,159,650,1,S,192,10157 - FELIPE LUIZ ROGGENBACH LEITOLLES,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,S,MT,S,M,
+,A,,147,1,5748,2,2412,2412,S,TUBO SOLDÁVEL PB 32X6M,,5,UN,5,UN,0.01,45748,45792,45748.619849536997,0.05,Sim,engenharia.piemonte,REEMBOLSO FELIPE 01/04/2025,148,B,,N,159,650,2,S,192,10157 - FELIPE LUIZ ROGGENBACH LEITOLLES,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,5748,3,6470,6470,S,"DISCO DE CORTE FERRO 7""",,10,UN,10,UN,0.01,45748,45777,45748.622094907398,0.1,Sim,engenharia.piemonte,REEMBOLSO FELIPE 01/04/2025,148,B,,N,159,650,3,S,192,10157 - FELIPE LUIZ ROGGENBACH LEITOLLES,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,5748,4,6873,6873,S,PILHA AA,,1,UN,1,UN,18.690000000000001,45596,45761,45748.6246875,18.690000000000001,Sim,engenharia.piemonte,REEMBOLSO FELIPE 01/04/2025,148,B,,N,159,650,4,S,192,10157 - FELIPE LUIZ ROGGENBACH LEITOLLES,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,5748,5,6617,6617,S,SERRA AÇO,,1,UN,1,UN,0.01,45748,45777,45748.627708333297,0.01,Sim,engenharia.piemonte,REEMBOLSO FELIPE 01/04/2025,148,B,,N,159,650,5,S,192,10157 - FELIPE LUIZ ROGGENBACH LEITOLLES,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,5753,1,1,1,S,SERVIÇO DE FRETE,,3,VB,3,VB,1,45413,45785,45748.6409837963,3,Sim,engenharia.piemonte,PEDIDO EXTRA REFERENTE AO FRETE DE COMPENSADO RANDA,147,A,,N,160,650,1,S,188,10897 - GH TRANSPORTES LTDA,,,186,Outros Custos,108,Obra-Conhecimento de Frete,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,5755,1,10072,10072,S,SERVIÇO DE CORTE E MONTAGEM DE CHAPAS,,1,VB,1,VB,0.01,45748,45835,45748.651157407403,0.01,Sim,engenharia.piemonte,MÃO DE OBRA REFERENTE A FABRICAÇÃO DE CHAPAS RANDA,146,B,,N,162,650,1,S,193,"4545 - RANDA PORTAS, MOLDURAS E COMPENSADOS LTDA",,,186,Outros Custos,107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,5891,1,4857,4857,S,MO OPERADOR DE GRUA,,15,MES,15,MES,8000,45413,45832,45750.584976851896,120000,,engenharia.piemonte,[QC] OPERADOR DE GRUA,152,B,,N,169,650,1,S,,,1404,4612 - RENATO DOS SANTOS LOPES,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,6095,1,6683,6683,S,"CLIP 3/8"" PARA CABO DE AÇO",,294,UN,294,UN,0.01,45757,45789,45757.395300925898,2.94,Sim,engenharia.piemonte,PEDIDO MATERIAIS LINHA DE VIDA,158,B,,N,170,650,3,S,208,2186 - DELTA INDUSTRIA DE CABOS DE ACO LTDA,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,6095,2,3124,3124,S,"TUBO FERRO GALVANIZADO SEM COSTURA 3""X6M",,22,UN,22,UN,0.01,45757,45832,45757.395300925898,0.22,,engenharia.piemonte,PEDIDO MATERIAIS LINHA DE VIDA,158,B,,N,172,650,1,S,214,11551 - A2 INDUSTRIA E COMERCIO DE METAIS LTDA,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,6095,3,6680,6680,S,CABO DE AÇO ALMA FIBRA 6/19,,290,M,290,M,0.01,45757,45789,45757.395300925898,2.9,Sim,engenharia.piemonte,PEDIDO MATERIAIS LINHA DE VIDA,158,B,,N,170,650,2,S,208,2186 - DELTA INDUSTRIA DE CABOS DE ACO LTDA,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,6095,4,6752,6752,S,MOSQUETÃO OVAL AÇO ROSCA FECHO 25KN,,50,UN,50,UN,0.01,45757,45772,45757.395300925898,0.5,Sim,engenharia.piemonte,PEDIDO MATERIAIS LINHA DE VIDA,158,B,,N,170,650,4,S,208,2186 - DELTA INDUSTRIA DE CABOS DE ACO LTDA,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,6103,1,5677,5677,S,SERVIÇOS LAUDO DE VIZINHANÇA,,1,VB,1,VB,1,45666,45839,45757.448113425897,1,Sim,engenharia.piemonte,QC - RUI MEIDEIROS - LAUDO DE VIZINHANÇA,159,B,,N,171,650,1,S,,,1439,11493 - RM ESTRUTURAS LTDA,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,6104,1,1419,1419,S,TUBO ESGOTO SR DN150X6M,,8,UN,8,UN,0.01,45757,45803,45757.4616087963,0.08,Sim,engenharia.piemonte,PEDIDO DRENAGEM SUBSOLO,180,B,,N,201,650,5,S,248,3924 - MEXICHEM BRASIL INDUSTRIA DE TRANSFORMACAO PLASTICA LTDA,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,S,MT,S,M,
+,A,,147,1,6104,2,1360,1360,S,LUVA SIMPLES ESGOTO SR DN150,,20,UN,20,UN,0.01,45757,45803,45757.461620370399,0.2,Sim,engenharia.piemonte,PEDIDO DRENAGEM SUBSOLO,180,B,,N,201,650,9,S,248,3924 - MEXICHEM BRASIL INDUSTRIA DE TRANSFORMACAO PLASTICA LTDA,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,6104,3,1416,1416,S,TUBO ESGOTO SN DN75X6M,,10,UN,10,UN,0.01,45757,45803,45757.461620370399,0.1,Sim,engenharia.piemonte,PEDIDO DRENAGEM SUBSOLO,180,B,,N,201,650,4,S,248,3924 - MEXICHEM BRASIL INDUSTRIA DE TRANSFORMACAO PLASTICA LTDA,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,S,MT,S,M,
+,A,,147,1,6104,4,1362,1362,S,LUVA SIMPLES ESGOTO SR DN75,,60,UN,60,UN,0.01,45757,45803,45757.461620370399,0.6,Sim,engenharia.piemonte,PEDIDO DRENAGEM SUBSOLO,180,B,,N,201,650,1,S,248,3924 - MEXICHEM BRASIL INDUSTRIA DE TRANSFORMACAO PLASTICA LTDA,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,6104,5,1399,1399,S,TE REDUÇÃO ESGOTO SR DN100X75,,30,UN,30,UN,0.01,45757,45803,45757.461620370399,0.3,Sim,engenharia.piemonte,PEDIDO DRENAGEM SUBSOLO,180,B,,N,201,650,3,S,248,3924 - MEXICHEM BRASIL INDUSTRIA DE TRANSFORMACAO PLASTICA LTDA,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,6104,6,1316,1316,S,JOELHO 90 ESGOTO SR DN75,,30,UN,30,UN,0.01,45757,45803,45757.461620370399,0.3,Sim,engenharia.piemonte,PEDIDO DRENAGEM SUBSOLO,180,B,,N,201,650,8,S,248,3924 - MEXICHEM BRASIL INDUSTRIA DE TRANSFORMACAO PLASTICA LTDA,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,S,MT,S,M,
+,A,,147,1,6104,7,1383,1383,S,TE ESGOTO SR DN100,,40,UN,40,UN,0.01,45757,45803,45757.461620370399,0.4,Sim,engenharia.piemonte,PEDIDO DRENAGEM SUBSOLO,180,B,,N,201,650,2,S,248,3924 - MEXICHEM BRASIL INDUSTRIA DE TRANSFORMACAO PLASTICA LTDA,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,6104,8,7658,7658,S,LIXA MASSA 80,,50,UN,50,UN,0.01,45757,45832,45757.461620370399,0.5,Sim,engenharia.piemonte,PEDIDO DRENAGEM SUBSOLO,180,B,,N,202,650,1,S,249,2244 - DIPROTEC DISTRIBUIDORA DE PRODUTOS TECNICOS PARA CONSTRUCAO CIVIL LTDA,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,6104,9,2125,2125,S,ADESIVO AZUL FRASCO COM PINCEL 850G,,10,UN,10,UN,0.01,45757,45803,45757.461620370399,0.1,Sim,engenharia.piemonte,PEDIDO DRENAGEM SUBSOLO,180,B,,N,201,650,6,S,248,3924 - MEXICHEM BRASIL INDUSTRIA DE TRANSFORMACAO PLASTICA LTDA,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,6130,1,8170,8170,S,CAPTAÇÃO DRONE,,15,VB,15,VB,1,45751,45846,45757.707488425898,15,,mauricio.sotomaior,PEDIDO GLOBAL CLICK DRONES,157,B,,N,166,650,1,S,200,1848 - CLICK DRONE FILMAGENS LTDA,,,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,6132,1,1,1,S,SERVIÇO DE FRETE,,10,VB,10,VB,1,45413,45796,45757.726261574098,10,Sim,mauricio.sotomaior,PEDIDO GLOBAL GILSO,156,A,,N,167,650,1,S,201,2867 - GILSO DE SOUZA CONCHE 03419317999,,,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,6133,1,1,1,S,SERVIÇO DE FRETE,,10,VB,10,VB,1,45413,45796,45757.728402777801,10,Sim,engenharia.piemonte,PEDIDO GLOBAL KETRYN,160,B,,N,168,650,1,S,197,10632 - KETRYN AFONSO GLONEK,,,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,6134,1,5625,5625,S,SERVIÇOS AUDITORIA INTERNA DA QUALIDADE,,6,VB,6,VB,1,45666,45839,45757.730937499997,6,,mauricio.sotomaior,PEDIDO GLOBAL LS,155,B,,N,165,650,1,S,199,3623 - LS SOLUCOES EMPRESARIAIS,,,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,N,,147,1,6191,1,6307,6307,S,PORCA SEXTAVADA GALVANIZADA,,3,UN,3,UN,0.01,45758,45804,45758.647407407399,0.03,Sim,,MATERIAL TIRANTE,,,,N,,,,N,,,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,N,,147,1,6191,2,293,293,S,"CORDOALHA 7 FIOS NUA CP190 RB 12,7",,100,KG,100,KG,0.01,45413,45818,45758.647407407399,1,Sim,,MATERIAL TIRANTE,,,,N,,,,N,,,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,N,,147,1,6191,3,7912,7912,S,PLACAS DE APOIO PARA CORDOALHAS,,5,UN,5,UN,0.01,45413,45818,45758.647407407399,0.05,Sim,,MATERIAL TIRANTE,,,,N,,,,N,,,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,N,,147,1,6191,4,7911,7911,S,ESTICADOR PARA CORDOALHA,,1,UN,1,UN,0.01,45758,45825,45758.647407407399,0.01,Sim,,MATERIAL TIRANTE,,,,N,,,,N,,,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,N,,147,1,6191,5,6313,6313,S,PORCA SEXTAVADA LATÃO,,1,UN,1,UN,0.01,45758,45804,45758.647407407399,0.01,Sim,,MATERIAL TIRANTE,,,,N,,,,N,,,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,N,,147,1,6191,6,6493,6493,S,ESPAÇADOR CARAMBOLA,,11,UN,11,UN,0.01,45758,45790,45758.647407407399,0.11,Sim,,MATERIAL TIRANTE,,,,N,,,,N,,,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,6223,2,4985,4985,S,MO DESMONTAGEM DE CREMALHEIRA,,1,M,1,M,36750,45413,45854,45776.455173611103,36750,,,[QC] MO MONTAGEM CREMALHEIRA,170,B,,N,187,650,1,S,,,2672,5431 - WGF ELEVADORES E GRUAS,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,6223,3,4999,4999,S,MO MONTAGEM DE CREMALHEIRA,,1,M,1,M,31800,45413,45854,45776.455173611103,31800,,,[QC] MO MONTAGEM CREMALHEIRA,170,B,,N,187,650,2,S,,,2672,5431 - WGF ELEVADORES E GRUAS,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,6223,4,8891,8891,S,MO MANUTENÇÃO DE ELEVADOR CREMALHEIRA,,16,VB,16,VB,1,45413,45961,45776.455173611103,16,,engenharia.piemonte,[QC] MO MONTAGEM CREMALHEIRA,170,B,,N,187,650,3,S,,,2672,5431 - WGF ELEVADORES E GRUAS,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,6223,5,8892,8892,S,MO ASCENÇÃO DE CREMALHEIRA,,26,VB,26,VB,1,45413,45961,45776.455173611103,26,,engenharia.piemonte,[QC] MO MONTAGEM CREMALHEIRA,170,B,,N,187,650,4,S,,,2672,5431 - WGF ELEVADORES E GRUAS,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,6223,6,10380,10380,S,MO TESTE DE FREIO DE ELEVADOR CREMALHEIRA,,6,VB,6,VB,1,45776,46049,45776.455173611103,6,Sim,engenharia.piemonte,[QC] MO MONTAGEM CREMALHEIRA,170,B,,N,187,650,5,S,,,2672,5431 - WGF ELEVADORES E GRUAS,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,6259,2,9086,9086,S,NAFTALINA,,1,KG,1,KG,0.01,45761,45776,45761.515775462998,0.01,Sim,engenharia.piemonte,MATERIAL DE LIMPEZA,162,B,,N,181,650,1,S,219,1023 - ACTTION HIGIENE E LIMPEZA,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,6259,3,10130,10130,S,BALDE METÁLICO 10L,,5,UN,5,UN,0.01,45761,45791,45761.515775462998,0.05,Sim,engenharia.piemonte,MATERIAL DE LIMPEZA,162,B,,N,181,650,2,S,220,10525 - TG PRODUTOS LTDA,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
